area_type_code,area_code,area_text,state,display_level,selectable,sort_sequence
F,CN1330100000000,Warren County,GA,0,T,1486
F,CN1330300000000,Washington County,GA,0,T,1487
F,CN1330500000000,Wayne County,GA,0,T,1488
F,CN1330700000000,Webster County,GA,0,T,1489
F,CN1330900000000,Wheeler County,GA,0,T,1490
F,CN1331100000000,White County,GA,0,T,1491
F,CN1331300000000,Whitfield County,GA,0,T,1492
F,CN1331500000000,Wilcox County,GA,0,T,1493
F,CN1331700000000,Wilkes County,GA,0,T,1494
F,CN1331900000000,Wilkinson County,GA,0,T,1495
F,CN1332100000000,Worth County,GA,0,T,1496
F,CN1500100000000,Hawaii County,HI,0,T,1548
F,CN1500300000000,Honolulu County/city,HI,0,T,1549
F,CN1500700000000,Kauai County,HI,0,T,1550
F,CN1500900000000,Maui County,HI,0,T,1551
F,CN1600100000000,Ada County,ID,0,T,1569
F,CN1600300000000,Adams County,ID,0,T,1570
F,CN1600500000000,Bannock County,ID,0,T,1571
F,CN1600700000000,Bear Lake County,ID,0,T,1572
F,CN1600900000000,Benewah County,ID,0,T,1573
F,CN1601100000000,Bingham County,ID,0,T,1574
F,CN1601300000000,Blaine County,ID,0,T,1575
F,CN1601500000000,Boise County,ID,0,T,1576
F,CN1601700000000,Bonner County,ID,0,T,1577
F,CN1601900000000,Bonneville County,ID,0,T,1578
F,CN1602100000000,Boundary County,ID,0,T,1579
F,CN1602300000000,Butte County,ID,0,T,1580
F,CN1602500000000,Camas County,ID,0,T,1581
F,CN1602700000000,Canyon County,ID,0,T,1582
F,CN1602900000000,Caribou County,ID,0,T,1583
F,CN1603100000000,Cassia County,ID,0,T,1584
F,CN1603300000000,Clark County,ID,0,T,1585
F,CN1603500000000,Clearwater County,ID,0,T,1586
F,CN1603700000000,Custer County,ID,0,T,1587
F,CN1603900000000,Elmore County,ID,0,T,1588
F,CN1604100000000,Franklin County,ID,0,T,1589
F,CN1604300000000,Fremont County,ID,0,T,1590
F,CN1604500000000,Gem County,ID,0,T,1591
F,CN1604700000000,Gooding County,ID,0,T,1592
F,CN1604900000000,Idaho County,ID,0,T,1593
F,CN1605100000000,Jefferson County,ID,0,T,1594
F,CN1605300000000,Jerome County,ID,0,T,1595
F,CN1605500000000,Kootenai County,ID,0,T,1596
F,CN1605700000000,Latah County,ID,0,T,1597
F,CN1605900000000,Lemhi County,ID,0,T,1598
F,CN1606100000000,Lewis County,ID,0,T,1599
F,CN1606300000000,Lincoln County,ID,0,T,1600
F,CN1606500000000,Madison County,ID,0,T,1601
F,CN1606700000000,Minidoka County,ID,0,T,1602
F,CN1606900000000,Nez Perce County,ID,0,T,1603
F,CN1607100000000,Oneida County,ID,0,T,1604
F,CN1607300000000,Owyhee County,ID,0,T,1605
F,CN1607500000000,Payette County,ID,0,T,1606
F,CN1607700000000,Power County,ID,0,T,1607
F,CN1607900000000,Shoshone County,ID,0,T,1608
F,CN1608100000000,Teton County,ID,0,T,1609
F,CN1608300000000,Twin Falls County,ID,0,T,1610
F,CN1608500000000,Valley County,ID,0,T,1611
F,CN1608700000000,Washington County,ID,0,T,1612
F,CN1700100000000,Adams County,IL,0,T,1670
F,CN1700300000000,Alexander County,IL,0,T,1671
F,CN1700500000000,Bond County,IL,0,T,1672
F,CN1700700000000,Boone County,IL,0,T,1673
F,CN1700900000000,Brown County,IL,0,T,1674
F,CN1701100000000,Bureau County,IL,0,T,1675
F,CN1701300000000,Calhoun County,IL,0,T,1676
F,CN1701500000000,Carroll County,IL,0,T,1677
F,CN1701700000000,Cass County,IL,0,T,1678
F,CN1701900000000,Champaign County,IL,0,T,1679
F,CN1702100000000,Christian County,IL,0,T,1680
F,CN1702300000000,Clark County,IL,0,T,1681
F,CN1702500000000,Clay County,IL,0,T,1682
F,CN1702700000000,Clinton County,IL,0,T,1683
F,CN1702900000000,Coles County,IL,0,T,1684
F,CN1703100000000,Cook County,IL,0,T,1685
F,CN1703300000000,Crawford County,IL,0,T,1686
F,CN1703500000000,Cumberland County,IL,0,T,1687
F,CN1703700000000,DeKalb County,IL,0,T,1688
F,CN1703900000000,De Witt County,IL,0,T,1689
F,CN1704100000000,Douglas County,IL,0,T,1690
F,CN1704300000000,DuPage County,IL,0,T,1691
F,CN1704500000000,Edgar County,IL,0,T,1692
F,CN1704700000000,Edwards County,IL,0,T,1693
F,CN1704900000000,Effingham County,IL,0,T,1694
F,CN1705100000000,Fayette County,IL,0,T,1695
F,CN1705300000000,Ford County,IL,0,T,1696
F,CN1705500000000,Franklin County,IL,0,T,1697
F,CN1705700000000,Fulton County,IL,0,T,1698
F,CN1705900000000,Gallatin County,IL,0,T,1699
F,CN1706100000000,Greene County,IL,0,T,1700
F,CN1706300000000,Grundy County,IL,0,T,1701
F,CN1706500000000,Hamilton County,IL,0,T,1702
F,CN1706700000000,Hancock County,IL,0,T,1703
F,CN1706900000000,Hardin County,IL,0,T,1704
F,CN1707100000000,Henderson County,IL,0,T,1705
F,CN1707300000000,Henry County,IL,0,T,1706
F,CN1707500000000,Iroquois County,IL,0,T,1707
F,CN1707700000000,Jackson County,IL,0,T,1708
F,CN1707900000000,Jasper County,IL,0,T,1709
F,CN1708100000000,Jefferson County,IL,0,T,1710
F,CN1708300000000,Jersey County,IL,0,T,1711
F,CN1708500000000,Jo Daviess County,IL,0,T,1712
F,CN1708700000000,Johnson County,IL,0,T,1713
F,CN1708900000000,Kane County,IL,0,T,1714
F,CN1709100000000,Kankakee County,IL,0,T,1715
F,CN1709300000000,Kendall County,IL,0,T,1716
F,CN1709500000000,Knox County,IL,0,T,1717
F,CN1709700000000,Lake County,IL,0,T,1718
F,CN1709900000000,LaSalle County,IL,0,T,1719
F,CN1710100000000,Lawrence County,IL,0,T,1720
F,CN1710300000000,Lee County,IL,0,T,1721
F,CN1710500000000,Livingston County,IL,0,T,1722
F,CN1710700000000,Logan County,IL,0,T,1723
F,CN1710900000000,McDonough County,IL,0,T,1724
F,CN1711100000000,McHenry County,IL,0,T,1725
F,CN1711300000000,McLean County,IL,0,T,1726
F,CN1711500000000,Macon County,IL,0,T,1727
F,CN1711700000000,Macoupin County,IL,0,T,1728
F,CN1711900000000,Madison County,IL,0,T,1729
F,CN1712100000000,Marion County,IL,0,T,1730
F,CN1712300000000,Marshall County,IL,0,T,1731
F,CN1712500000000,Mason County,IL,0,T,1732
F,CN1712700000000,Massac County,IL,0,T,1733
F,CN1712900000000,Menard County,IL,0,T,1734
F,CN1713100000000,Mercer County,IL,0,T,1735
F,CN1713300000000,Monroe County,IL,0,T,1736
F,CN1713500000000,Montgomery County,IL,0,T,1737
F,CN1713700000000,Morgan County,IL,0,T,1738
F,CN1713900000000,Moultrie County,IL,0,T,1739
F,CN1714100000000,Ogle County,IL,0,T,1740
F,CN1714300000000,Peoria County,IL,0,T,1741
F,CN1714500000000,Perry County,IL,0,T,1742
F,CN1714700000000,Piatt County,IL,0,T,1743
F,CN1714900000000,Pike County,IL,0,T,1744
F,CN1715100000000,Pope County,IL,0,T,1745
F,CN1715300000000,Pulaski County,IL,0,T,1746
F,CN1715500000000,Putnam County,IL,0,T,1747
F,CN1715700000000,Randolph County,IL,0,T,1748
F,CN1715900000000,Richland County,IL,0,T,1749
F,CN1716100000000,Rock Island County,IL,0,T,1750
F,CN1716300000000,St. Clair County,IL,0,T,1751
F,CN1716500000000,Saline County,IL,0,T,1752
F,CN1716700000000,Sangamon County,IL,0,T,1753
F,CN1716900000000,Schuyler County,IL,0,T,1754
F,CN1717100000000,Scott County,IL,0,T,1755
F,CN1717300000000,Shelby County,IL,0,T,1756
F,CN1717500000000,Stark County,IL,0,T,1757
F,CN1717700000000,Stephenson County,IL,0,T,1758
F,CN1717900000000,Tazewell County,IL,0,T,1759
F,CN1718100000000,Union County,IL,0,T,1760
F,CN1718300000000,Vermilion County,IL,0,T,1761
F,CN1718500000000,Wabash County,IL,0,T,1762
F,CN1718700000000,Warren County,IL,0,T,1763
F,CN1718900000000,Washington County,IL,0,T,1764
F,CN1719100000000,Wayne County,IL,0,T,1765
F,CN1719300000000,White County,IL,0,T,1766
F,CN1719500000000,Whiteside County,IL,0,T,1767
F,CN1719700000000,Will County,IL,0,T,1768
F,CN1719900000000,Williamson County,IL,0,T,1769
F,CN1720100000000,Winnebago County,IL,0,T,1770
F,CN1720300000000,Woodford County,IL,0,T,1771
F,CN1800100000000,Adams County,IN,0,T,1958
F,CN1800300000000,Allen County,IN,0,T,1959
F,CN1800500000000,Bartholomew County,IN,0,T,1960
F,CN1800700000000,Benton County,IN,0,T,1961
F,CN1800900000000,Blackford County,IN,0,T,1962
F,CN1801100000000,Boone County,IN,0,T,1963
F,CN1801300000000,Brown County,IN,0,T,1964
F,CN1801500000000,Carroll County,IN,0,T,1965
F,CN1801700000000,Cass County,IN,0,T,1966
F,CN1801900000000,Clark County,IN,0,T,1967
F,CN1802100000000,Clay County,IN,0,T,1968
F,CN1802300000000,Clinton County,IN,0,T,1969
F,CN1802500000000,Crawford County,IN,0,T,1970
F,CN1802700000000,Daviess County,IN,0,T,1971
F,CN1802900000000,Dearborn County,IN,0,T,1972
F,CN1803100000000,Decatur County,IN,0,T,1973
F,CN1803300000000,DeKalb County,IN,0,T,1974
F,CN1803500000000,Delaware County,IN,0,T,1975
F,CN1803700000000,Dubois County,IN,0,T,1976
F,CN1803900000000,Elkhart County,IN,0,T,1977
F,CN1804100000000,Fayette County,IN,0,T,1978
F,CN1804300000000,Floyd County,IN,0,T,1979
F,CN1804500000000,Fountain County,IN,0,T,1980
F,CN1804700000000,Franklin County,IN,0,T,1981
F,CN1804900000000,Fulton County,IN,0,T,1982
F,CN1805100000000,Gibson County,IN,0,T,1983
F,CN1805300000000,Grant County,IN,0,T,1984
F,CN1805500000000,Greene County,IN,0,T,1985
F,CN1805700000000,Hamilton County,IN,0,T,1986
F,CN1805900000000,Hancock County,IN,0,T,1987
F,CN1806100000000,Harrison County,IN,0,T,1988
F,CN1806300000000,Hendricks County,IN,0,T,1989
F,CN1806500000000,Henry County,IN,0,T,1990
F,CN1806700000000,Howard County,IN,0,T,1991
F,CN1806900000000,Huntington County,IN,0,T,1992
F,CN1807100000000,Jackson County,IN,0,T,1993
F,CN1807300000000,Jasper County,IN,0,T,1994
F,CN1807500000000,Jay County,IN,0,T,1995
F,CN1807700000000,Jefferson County,IN,0,T,1996
F,CN1807900000000,Jennings County,IN,0,T,1997
F,CN1808100000000,Johnson County,IN,0,T,1998
F,CN1808300000000,Knox County,IN,0,T,1999
F,CN1808500000000,Kosciusko County,IN,0,T,2000
F,CN1808700000000,LaGrange County,IN,0,T,2001
F,CN1808900000000,Lake County,IN,0,T,2002
F,CN1809100000000,LaPorte County,IN,0,T,2003
F,CN1809300000000,Lawrence County,IN,0,T,2004
F,CN1809500000000,Madison County,IN,0,T,2005
F,CN1809700000000,Marion County,IN,0,T,2006
F,CN1809900000000,Marshall County,IN,0,T,2007
F,CN1810100000000,Martin County,IN,0,T,2008
F,CN1810300000000,Miami County,IN,0,T,2009
F,CN1810500000000,Monroe County,IN,0,T,2010
F,CN1810700000000,Montgomery County,IN,0,T,2011
F,CN1810900000000,Morgan County,IN,0,T,2012
F,CN1811100000000,Newton County,IN,0,T,2013
F,CN1811300000000,Noble County,IN,0,T,2014
F,CN1811500000000,Ohio County,IN,0,T,2015
F,CN1811700000000,Orange County,IN,0,T,2016
F,CN1811900000000,Owen County,IN,0,T,2017
F,CN1812100000000,Parke County,IN,0,T,2018
F,CN1812300000000,Perry County,IN,0,T,2019
F,CN1812500000000,Pike County,IN,0,T,2020
F,CN1812700000000,Porter County,IN,0,T,2021
F,CN1812900000000,Posey County,IN,0,T,2022
F,CN1813100000000,Pulaski County,IN,0,T,2023
F,CN1813300000000,Putnam County,IN,0,T,2024
F,CN1813500000000,Randolph County,IN,0,T,2025
F,CN1813700000000,Ripley County,IN,0,T,2026
F,CN1813900000000,Rush County,IN,0,T,2027
F,CN1814100000000,St. Joseph County,IN,0,T,2028
F,CN1814300000000,Scott County,IN,0,T,2029
F,CN1814500000000,Shelby County,IN,0,T,2030
F,CN1814700000000,Spencer County,IN,0,T,2031
F,CN1814900000000,Starke County,IN,0,T,2032
F,CN1815100000000,Steuben County,IN,0,T,2033
F,CN1815300000000,Sullivan County,IN,0,T,2034
F,CN1815500000000,Switzerland County,IN,0,T,2035
F,CN1815700000000,Tippecanoe County,IN,0,T,2036
F,CN1815900000000,Tipton County,IN,0,T,2037
F,CN1816100000000,Union County,IN,0,T,2038
F,CN1816300000000,Vanderburgh County,IN,0,T,2039
F,CN1816500000000,Vermillion County,IN,0,T,2040
F,CN1816700000000,Vigo County,IN,0,T,2041
F,CN1816900000000,Wabash County,IN,0,T,2042
F,CN1817100000000,Warren County,IN,0,T,2043
F,CN1817300000000,Warrick County,IN,0,T,2044
F,CN1817500000000,Washington County,IN,0,T,2045
F,CN1817700000000,Wayne County,IN,0,T,2046
F,CN1817900000000,Wells County,IN,0,T,2047
F,CN1818100000000,White County,IN,0,T,2048
F,CN1818300000000,Whitley County,IN,0,T,2049
F,CN1900100000000,Adair County,IA,0,T,2119
F,CN1900300000000,Adams County,IA,0,T,2120
F,CN1900500000000,Allamakee County,IA,0,T,2121
F,CN1900700000000,Appanoose County,IA,0,T,2122
F,CN1900900000000,Audubon County,IA,0,T,2123
F,CN1901100000000,Benton County,IA,0,T,2124
F,CN1901300000000,Black Hawk County,IA,0,T,2125
F,CN1901500000000,Boone County,IA,0,T,2126
F,CN1901700000000,Bremer County,IA,0,T,2127
F,CN1901900000000,Buchanan County,IA,0,T,2128
F,CN1902100000000,Buena Vista County,IA,0,T,2129
F,CN1902300000000,Butler County,IA,0,T,2130
F,CN1902500000000,Calhoun County,IA,0,T,2131
F,CN1902700000000,Carroll County,IA,0,T,2132
F,CN1902900000000,Cass County,IA,0,T,2133
F,CN1903100000000,Cedar County,IA,0,T,2134
F,CN1903300000000,Cerro Gordo County,IA,0,T,2135
F,CN1903500000000,Cherokee County,IA,0,T,2136
F,CN1903700000000,Chickasaw County,IA,0,T,2137
F,CN1903900000000,Clarke County,IA,0,T,2138
F,CN1904100000000,Clay County,IA,0,T,2139
F,CN1904300000000,Clayton County,IA,0,T,2140
F,CN1904500000000,Clinton County,IA,0,T,2141
F,CN1904700000000,Crawford County,IA,0,T,2142
F,CN1904900000000,Dallas County,IA,0,T,2143
F,CN1905100000000,Davis County,IA,0,T,2144
F,CN1905300000000,Decatur County,IA,0,T,2145
F,CN1905500000000,Delaware County,IA,0,T,2146
F,CN1905700000000,Des Moines County,IA,0,T,2147
F,CN1905900000000,Dickinson County,IA,0,T,2148
F,CN1906100000000,Dubuque County,IA,0,T,2149
F,CN1906300000000,Emmet County,IA,0,T,2150
F,CN1906500000000,Fayette County,IA,0,T,2151
F,CN1906700000000,Floyd County,IA,0,T,2152
F,CN1906900000000,Franklin County,IA,0,T,2153
F,CN1907100000000,Fremont County,IA,0,T,2154
F,CN1907300000000,Greene County,IA,0,T,2155
F,CN1907500000000,Grundy County,IA,0,T,2156
F,CN1907700000000,Guthrie County,IA,0,T,2157
F,CN1907900000000,Hamilton County,IA,0,T,2158
F,CN1908100000000,Hancock County,IA,0,T,2159
F,CN1908300000000,Hardin County,IA,0,T,2160
F,CN1908500000000,Harrison County,IA,0,T,2161
F,CN1908700000000,Henry County,IA,0,T,2162
F,CN1908900000000,Howard County,IA,0,T,2163
F,CN1909100000000,Humboldt County,IA,0,T,2164
F,CN1909300000000,Ida County,IA,0,T,2165
F,CN1909500000000,Iowa County,IA,0,T,2166
F,CN1909700000000,Jackson County,IA,0,T,2167
F,CN1909900000000,Jasper County,IA,0,T,2168
F,CN1910100000000,Jefferson County,IA,0,T,2169
F,CN1910300000000,Johnson County,IA,0,T,2170
F,CN1910500000000,Jones County,IA,0,T,2171
F,CN1910700000000,Keokuk County,IA,0,T,2172
F,CN1910900000000,Kossuth County,IA,0,T,2173
F,CN1911100000000,Lee County,IA,0,T,2174
F,CN1911300000000,Linn County,IA,0,T,2175
F,CN1911500000000,Louisa County,IA,0,T,2176
F,CN1911700000000,Lucas County,IA,0,T,2177
F,CN1911900000000,Lyon County,IA,0,T,2178
F,CN1912100000000,Madison County,IA,0,T,2179
F,CN1912300000000,Mahaska County,IA,0,T,2180
F,CN1912500000000,Marion County,IA,0,T,2181
F,CN1912700000000,Marshall County,IA,0,T,2182
F,CN1912900000000,Mills County,IA,0,T,2183
F,CN1913100000000,Mitchell County,IA,0,T,2184
F,CN1913300000000,Monona County,IA,0,T,2185
F,CN1913500000000,Monroe County,IA,0,T,2186
F,CN1913700000000,Montgomery County,IA,0,T,2187
F,CN1913900000000,Muscatine County,IA,0,T,2188
F,CN1914100000000,O'Brien County,IA,0,T,2189
F,CN1914300000000,Osceola County,IA,0,T,2190
F,CN1914500000000,Page County,IA,0,T,2191
F,CN1914700000000,Palo Alto County,IA,0,T,2192
F,CN1914900000000,Plymouth County,IA,0,T,2193
F,CN1915100000000,Pocahontas County,IA,0,T,2194
F,CN1915300000000,Polk County,IA,0,T,2195
F,CN1915500000000,Pottawattamie County,IA,0,T,2196
F,CN1915700000000,Poweshiek County,IA,0,T,2197
F,CN1915900000000,Ringgold County,IA,0,T,2198
F,CN1916100000000,Sac County,IA,0,T,2199
F,CN1916300000000,Scott County,IA,0,T,2200
F,CN1916500000000,Shelby County,IA,0,T,2201
F,CN1916700000000,Sioux County,IA,0,T,2202
F,CN1916900000000,Story County,IA,0,T,2203
F,CN1917100000000,Tama County,IA,0,T,2204
F,CN1917300000000,Taylor County,IA,0,T,2205
F,CN1917500000000,Union County,IA,0,T,2206
F,CN1917700000000,Van Buren County,IA,0,T,2207
F,CN1917900000000,Wapello County,IA,0,T,2208
F,CN1918100000000,Warren County,IA,0,T,2209
F,CN1918300000000,Washington County,IA,0,T,2210
F,CN1918500000000,Wayne County,IA,0,T,2211
F,CN1918700000000,Webster County,IA,0,T,2212
F,CN1918900000000,Winnebago County,IA,0,T,2213
F,CN1919100000000,Winneshiek County,IA,0,T,2214
F,CN1919300000000,Woodbury County,IA,0,T,2215
F,CN1919500000000,Worth County,IA,0,T,2216
F,CN1919700000000,Wright County,IA,0,T,2217
F,CN2000100000000,Allen County,KS,0,T,2273
F,CN2000300000000,Anderson County,KS,0,T,2274
F,CN2000500000000,Atchison County,KS,0,T,2275
F,CN2000700000000,Barber County,KS,0,T,2276
F,CN2000900000000,Barton County,KS,0,T,2277
F,CN2001100000000,Bourbon County,KS,0,T,2278
F,CN2001300000000,Brown County,KS,0,T,2279
F,CN2001500000000,Butler County,KS,0,T,2280
F,CN2001700000000,Chase County,KS,0,T,2281
F,CN2001900000000,Chautauqua County,KS,0,T,2282
F,CN2002100000000,Cherokee County,KS,0,T,2283
F,CN2002300000000,Cheyenne County,KS,0,T,2284
F,CN2002500000000,Clark County,KS,0,T,2285
F,CN2002700000000,Clay County,KS,0,T,2286
F,CN2002900000000,Cloud County,KS,0,T,2287
F,CN2003100000000,Coffey County,KS,0,T,2288
F,CN2003300000000,Comanche County,KS,0,T,2289
F,CN2003500000000,Cowley County,KS,0,T,2290
F,CN2003700000000,Crawford County,KS,0,T,2291
F,CN2003900000000,Decatur County,KS,0,T,2292
F,CN2004100000000,Dickinson County,KS,0,T,2293
F,CN2004300000000,Doniphan County,KS,0,T,2294
F,CN2004500000000,Douglas County,KS,0,T,2295
F,CN2004700000000,Edwards County,KS,0,T,2296
F,CN2004900000000,Elk County,KS,0,T,2297
F,CN2005100000000,Ellis County,KS,0,T,2298
F,CN2005300000000,Ellsworth County,KS,0,T,2299
F,CN2005500000000,Finney County,KS,0,T,2300
F,CN2005700000000,Ford County,KS,0,T,2301
F,CN2005900000000,Franklin County,KS,0,T,2302
F,CN2006100000000,Geary County,KS,0,T,2303
F,CN2006300000000,Gove County,KS,0,T,2304
F,CN2006500000000,Graham County,KS,0,T,2305
F,CN2006700000000,Grant County,KS,0,T,2306
F,CN2006900000000,Gray County,KS,0,T,2307
F,CN2007100000000,Greeley County,KS,0,T,2308
F,CN2007300000000,Greenwood County,KS,0,T,2309
F,CN2007500000000,Hamilton County,KS,0,T,2310
F,CN2007700000000,Harper County,KS,0,T,2311
F,CN2007900000000,Harvey County,KS,0,T,2312
F,CN2008100000000,Haskell County,KS,0,T,2313
F,CN2008300000000,Hodgeman County,KS,0,T,2314
F,CN2008500000000,Jackson County,KS,0,T,2315
F,CN2008700000000,Jefferson County,KS,0,T,2316
F,CN2008900000000,Jewell County,KS,0,T,2317
F,CN2009100000000,Johnson County,KS,0,T,2318
F,CN2009300000000,Kearny County,KS,0,T,2319
F,CN2009500000000,Kingman County,KS,0,T,2320
F,CN2009700000000,Kiowa County,KS,0,T,2321
F,CN2009900000000,Labette County,KS,0,T,2322
F,CN2010100000000,Lane County,KS,0,T,2323
F,CN2010300000000,Leavenworth County,KS,0,T,2324
F,CN2010500000000,Lincoln County,KS,0,T,2325
F,CN2010700000000,Linn County,KS,0,T,2326
F,CN2010900000000,Logan County,KS,0,T,2327
F,CN2011100000000,Lyon County,KS,0,T,2328
F,CN2011300000000,McPherson County,KS,0,T,2329
F,CN2011500000000,Marion County,KS,0,T,2330
F,CN2011700000000,Marshall County,KS,0,T,2331
F,CN2011900000000,Meade County,KS,0,T,2332
F,CN2012100000000,Miami County,KS,0,T,2333
F,CN2012300000000,Mitchell County,KS,0,T,2334
F,CN2012500000000,Montgomery County,KS,0,T,2335
F,CN2012700000000,Morris County,KS,0,T,2336
F,CN2012900000000,Morton County,KS,0,T,2337
F,CN2013100000000,Nemaha County,KS,0,T,2338
F,CN2013300000000,Neosho County,KS,0,T,2339
F,CN2013500000000,Ness County,KS,0,T,2340
F,CN2013700000000,Norton County,KS,0,T,2341
F,CN2013900000000,Osage County,KS,0,T,2342
F,CN2014100000000,Osborne County,KS,0,T,2343
F,CN2014300000000,Ottawa County,KS,0,T,2344
F,CN2014500000000,Pawnee County,KS,0,T,2345
F,CN2014700000000,Phillips County,KS,0,T,2346
F,CN2014900000000,Pottawatomie County,KS,0,T,2347
F,CN2015100000000,Pratt County,KS,0,T,2348
F,CN2015300000000,Rawlins County,KS,0,T,2349
F,CN2015500000000,Reno County,KS,0,T,2350
F,CN2015700000000,Republic County,KS,0,T,2351
F,CN2015900000000,Rice County,KS,0,T,2352
F,CN2016100000000,Riley County,KS,0,T,2353
F,CN2016300000000,Rooks County,KS,0,T,2354
F,CN2016500000000,Rush County,KS,0,T,2355
F,CN2016700000000,Russell County,KS,0,T,2356
F,CN2016900000000,Saline County,KS,0,T,2357
F,CN2017100000000,Scott County,KS,0,T,2358
F,CN2017300000000,Sedgwick County,KS,0,T,2359
F,CN2017500000000,Seward County,KS,0,T,2360
F,CN2017700000000,Shawnee County,KS,0,T,2361
F,CN2017900000000,Sheridan County,KS,0,T,2362
F,CN2018100000000,Sherman County,KS,0,T,2363
F,CN2018300000000,Smith County,KS,0,T,2364
F,CN2018500000000,Stafford County,KS,0,T,2365
F,CN2018700000000,Stanton County,KS,0,T,2366
F,CN2018900000000,Stevens County,KS,0,T,2367
F,CN2019100000000,Sumner County,KS,0,T,2368
F,CN2019300000000,Thomas County,KS,0,T,2369
F,CN2019500000000,Trego County,KS,0,T,2370
F,CN2019700000000,Wabaunsee County,KS,0,T,2371
F,CN2019900000000,Wallace County,KS,0,T,2372
F,CN2020100000000,Washington County,KS,0,T,2373
F,CN2020300000000,Wichita County,KS,0,T,2374
F,CN2020500000000,Wilson County,KS,0,T,2375
F,CN2020700000000,Woodson County,KS,0,T,2376
F,CN2020900000000,Wyandotte County,KS,0,T,2377
F,CN2100100000000,Adair County,KY,0,T,2424
F,CN2100300000000,Allen County,KY,0,T,2425
F,CN2100500000000,Anderson County,KY,0,T,2426
F,CN2100700000000,Ballard County,KY,0,T,2427
F,CN2100900000000,Barren County,KY,0,T,2428
F,CN2101100000000,Bath County,KY,0,T,2429
F,CN2101300000000,Bell County,KY,0,T,2430
F,CN2101500000000,Boone County,KY,0,T,2431
F,CN2101700000000,Bourbon County,KY,0,T,2432
F,CN2101900000000,Boyd County,KY,0,T,2433
F,CN2102100000000,Boyle County,KY,0,T,2434
F,CN2102300000000,Bracken County,KY,0,T,2435
F,CN2102500000000,Breathitt County,KY,0,T,2436
F,CN2102700000000,Breckinridge County,KY,0,T,2437
F,CN2102900000000,Bullitt County,KY,0,T,2438
F,CN2103100000000,Butler County,KY,0,T,2439
F,CN2103300000000,Caldwell County,KY,0,T,2440
F,CN2103500000000,Calloway County,KY,0,T,2441
F,CN2103700000000,Campbell County,KY,0,T,2442
F,CN2103900000000,Carlisle County,KY,0,T,2443
F,CN2104100000000,Carroll County,KY,0,T,2444
F,CN2104300000000,Carter County,KY,0,T,2445
F,CN2104500000000,Casey County,KY,0,T,2446
F,CN2104700000000,Christian County,KY,0,T,2447
F,CN2104900000000,Clark County,KY,0,T,2448
F,CN2105100000000,Clay County,KY,0,T,2449
F,CN2105300000000,Clinton County,KY,0,T,2450
F,CN2105500000000,Crittenden County,KY,0,T,2451
F,CN2105700000000,Cumberland County,KY,0,T,2452
F,CN2105900000000,Daviess County,KY,0,T,2453
F,CN2106100000000,Edmonson County,KY,0,T,2454
F,CN2106300000000,Elliott County,KY,0,T,2455
F,CN2106500000000,Estill County,KY,0,T,2456
F,CN2106700000000,Fayette County,KY,0,T,2457
F,CN2106900000000,Fleming County,KY,0,T,2458
F,CN2107100000000,Floyd County,KY,0,T,2459
F,CN2107300000000,Franklin County,KY,0,T,2460
F,CN2107500000000,Fulton County,KY,0,T,2461
F,CN2107700000000,Gallatin County,KY,0,T,2462
F,CN2107900000000,Garrard County,KY,0,T,2463
F,CN2108100000000,Grant County,KY,0,T,2464
F,CN2108300000000,Graves County,KY,0,T,2465
F,CN2108500000000,Grayson County,KY,0,T,2466
F,CN2108700000000,Green County,KY,0,T,2467
F,CN2108900000000,Greenup County,KY,0,T,2468
F,CN2109100000000,Hancock County,KY,0,T,2469
F,CN2109300000000,Hardin County,KY,0,T,2470
F,CN2109500000000,Harlan County,KY,0,T,2471
F,CN2109700000000,Harrison County,KY,0,T,2472
F,CN2109900000000,Hart County,KY,0,T,2473
F,CN2110100000000,Henderson County,KY,0,T,2474
F,CN2110300000000,Henry County,KY,0,T,2475
F,CN2110500000000,Hickman County,KY,0,T,2476
F,CN2110700000000,Hopkins County,KY,0,T,2477
F,CN2110900000000,Jackson County,KY,0,T,2478
F,CN2111100000000,Jefferson County,KY,0,T,2479
F,CN2111300000000,Jessamine County,KY,0,T,2480
F,CN2111500000000,Johnson County,KY,0,T,2481
F,CN2111700000000,Kenton County,KY,0,T,2482
F,CN2111900000000,Knott County,KY,0,T,2483
F,CN2112100000000,Knox County,KY,0,T,2484
F,CN2112300000000,Larue County,KY,0,T,2485
F,CN2112500000000,Laurel County,KY,0,T,2486
F,CN2112700000000,Lawrence County,KY,0,T,2487
F,CN2112900000000,Lee County,KY,0,T,2488
F,CN2113100000000,Leslie County,KY,0,T,2489
F,CN2113300000000,Letcher County,KY,0,T,2490
F,CN2113500000000,Lewis County,KY,0,T,2491
F,CN2113700000000,Lincoln County,KY,0,T,2492
F,CN2113900000000,Livingston County,KY,0,T,2493
F,CN2114100000000,Logan County,KY,0,T,2494
F,CN2114300000000,Lyon County,KY,0,T,2495
F,CN2114500000000,McCracken County,KY,0,T,2496
F,CN2114700000000,McCreary County,KY,0,T,2497
F,CN2114900000000,McLean County,KY,0,T,2498
F,CN2115100000000,Madison County,KY,0,T,2499
F,CN2115300000000,Magoffin County,KY,0,T,2500
F,CN2115500000000,Marion County,KY,0,T,2501
F,CN2115700000000,Marshall County,KY,0,T,2502
F,CN2115900000000,Martin County,KY,0,T,2503
F,CN2116100000000,Mason County,KY,0,T,2504
